UserName,Handle,Timestamp,Comments,Likes,Retweets,Text,KeyWord,Sentiment
The New York Times,@nytimes,2021-12-03T11:00:05.000Z,"President Biden, confronting the new Omicron coronavirus variant, laid out a pandemic strategy on Thursday that includes hundreds of vaccination sites, boosters for all adults, new testing requirements for international travelers and free at-home tests.
nytimes.com
Emphasizing Tests, Biden Vows to Fight Omicron With ‘Science and Speed’
The president’s plan shifts away from a near-singular focus on vaccination, as new cases of the variant have emerged in the United States.
106
147
526The New York Times
@nytimes
·
Dec 3
President Biden, confronting the new Omicron coronavirus variant, laid out a pandemic strategy on Thursday that includes hundreds of vaccination sites, boosters for all adults, new testing requirements for international travelers and free at-home tests.
nytimes.com
Emphasizing Tests, Biden Vows to Fight Omicron With ‘Science and Speed’
The president’s plan shifts away from a near-singular focus on vaccination, as new cases of the variant have emerged in the United States.
106
147
526",106,147,526, Biden Omicron Thursday hundreds ,0.15950413223140494
The New York Times,@nytimes,2021-12-03T10:45:07.000Z,"Auckland, New Zealand’s largest city, ended its coronavirus lockdown on Friday after more than 100 days.
nytimes.com
New Zealand’s biggest city ends its 107-day lockdown.
Auckland entered severe restrictions in mid-August as it began fighting a Delta outbreak. Some bars reopened a minute before midnight, the moment they could.
23
53
256The New York Times
@nytimes
·
Dec 3
Auckland, New Zealand’s largest city, ended its coronavirus lockdown on Friday after more than 100 days.
nytimes.com
New Zealand’s biggest city ends its 107-day lockdown.
Auckland entered severe restrictions in mid-August as it began fighting a Delta outbreak. Some bars reopened a minute before midnight, the moment they could.
23
53
256",23,53,256, Auckland Friday days August Delta ,0.24025974025974023
The New York Times,@nytimes,2021-12-03T10:30:05.000Z,"The EU delivered on a climate promise, to reduce its emissions by 20% between 1990 and 2020. But are they actually emitting less carbon?
nytimes.com
Europe Met a Climate Target. But Is It Burning Less Carbon?
The European Union promised to reduce its emissions 20 percent by 2020. Did it happen?
17
31
97The New York Times
@nytimes
·
Dec 3
The EU delivered on a climate promise, to reduce its emissions by 20% between 1990 and 2020. But are they actually emitting less carbon?
nytimes.com
Europe Met a Climate Target. But Is It Burning Less Carbon?
The European Union promised to reduce its emissions 20 percent by 2020. Did it happen?
17
31
97",17,31,97, EU Europe European ,-0.05892255892255892
The New York Times,@nytimes,2021-12-03T10:00:16.000Z,"The Court of Appeals in the Philippines ruled that the journalist Maria Ressa could go to Norway to receive the Nobel Peace Prize, overturning a decision by the government to block her from traveling.
nytimes.com
Philippine Court Allows Maria Ressa to Attend Nobel Peace Prize Ceremony
The decision came after days of growing international pressure on the government to allow the journalist to attend the ceremony in Norway.
13
119
673The New York Times
@nytimes
·
Dec 3
The Court of Appeals in the Philippines ruled that the journalist Maria Ressa could go to Norway to receive the Nobel Peace Prize, overturning a decision by the government to block her from traveling.
nytimes.com
Philippine Court Allows Maria Ressa to Attend Nobel Peace Prize Ceremony
The decision came after days of growing international pressure on the government to allow the journalist to attend the ceremony in Norway.
13
119
673",13,119,673, Philippines Norway days ,0.04545454545454545
The New York Times,@nytimes,2021-12-03T09:30:10.000Z,"A commercial featuring Santa holding a vaccine passport has been cleared by British ad regulators, after viewers submitted a near-record number of complaints, saying it promoted vaccination. The ad ""doesn't break our rules,"" a spokesman said.
nytimes.com
An ad with a vaccinated Santa that drew 5,000 complaints is cleared by British regulators.
The commercial, for the supermarket chain Tesco, depicted Santa Claus being cleared to travel.
77
184
1.1KThe New York Times
@nytimes
·
Dec 3
A commercial featuring Santa holding a vaccine passport has been cleared by British ad regulators, after viewers submitted a near-record number of complaints, saying it promoted vaccination. The ad ""doesn't break our rules,"" a spokesman said.
nytimes.com
An ad with a vaccinated Santa that drew 5,000 complaints is cleared by British regulators.
The commercial, for the supermarket chain Tesco, depicted Santa Claus being cleared to travel.
77
184
1.1K",77,184,1.1K, Santa British Tesco K ,0.01515151515151515
The New York Times,@nytimes,2021-12-03T09:10:04.000Z,"After Ghislaine Maxwell took up residence in Jeffrey Epstein’s Florida mansion, the rules of the house became strict, a former employee of Epstein’s testified: See nothing. Hear nothing. “Never look at his eyes.”
nytimes.com
Ghislaine Maxwell Brought Strict Rules to Epstein Home, Ex-Employee Says
“Never look at his eyes,” Ms. Maxwell told workers at Jeffrey Epstein’s Florida estate, according to testimony at her sex-trafficking trial.
24
46
137The New York Times
@nytimes
·
Dec 3
After Ghislaine Maxwell took up residence in Jeffrey Epstein’s Florida mansion, the rules of the house became strict, a former employee of Epstein’s testified: See nothing. Hear nothing. “Never look at his eyes.”
nytimes.com
Ghislaine Maxwell Brought Strict Rules to Epstein Home, Ex-Employee Says
“Never look at his eyes,” Ms. Maxwell told workers at Jeffrey Epstein’s Florida estate, according to testimony at her sex-trafficking trial.
24
46
137",24,46,137, Maxwell Epstein Florida ,0.04545454545454545
The New York Times Retweeted,@kurtstreeter,2021-12-01T21:22:27.000Z,"""What a journey, what a life. The hard, tumultuous arc of sports in the back half of the 20th century — indeed the arc of American history during that time — can be traced through Lee Elder.""
#SportsofTheTimes By: me
""I Got Them Off the Hook by Winning""
nytimes.com
‘I Got Them Off the Hook by Winning’
Lee Elder forced golf forward by winning his way into the Masters tournament in 1975, the first Black player to do so, laying a path for Tiger Woods and others.
6
13
53The New York Times Retweeted",6,13,53, half American Masters first Black Woods ,0.08011363636363636
The New York Times,@nytimes,2021-12-03T04:00:12.000Z,"Regulators in California said on Thursday that they had fined Pacific Gas & Electric $125 million for its role in causing the Kincade fire, which injured four people and destroyed hundreds of buildings in 2019.
nytimes.com
California regulators fine PG&E $125 million for 2019 fire.
Pacific Gas & Electric settled claims that one of its transmission lines caused the Kincade fire.
19
53
191The New York Times
@nytimes
·
Dec 3
Regulators in California said on Thursday that they had fined Pacific Gas & Electric $125 million for its role in causing the Kincade fire, which injured four people and destroyed hundreds of buildings in 2019.
nytimes.com
California regulators fine PG&E $125 million for 2019 fire.
Pacific Gas & Electric settled claims that one of its transmission lines caused the Kincade fire.
19
53
191",19,53,191, California Thursday Kincade four hundreds one ,0.32323232323232326
The New York Times Retweeted,@tejalrao,2021-12-03T01:45:30.000Z,"cauliflower adobo! farro and cauliflower parm! cauliflower and banana peel curry! these are just a few things that you can make with cauliflower :)
nytimes.com
What to Do With Cauliflower
… That isn’t cauliflower rice.
7
17
182The New York Times Retweeted",7,17,182, ,0.14545454545454545
The New York Times,@nytimes,2021-12-03T03:33:06.000Z,"We found 25 words that can be spelled with these seven letters. How many can you make?

Don’t forget, your words must include the center letter.
https://nyti.ms/3dclPII
67
33
153The New York Times
@nytimes
·
Dec 3
We found 25 words that can be spelled with these seven letters. How many can you make?

Don’t forget, your words must include the center letter.
https://nyti.ms/3dclPII
67
33
153",67,33,153, seven ,0.18727272727272729
The New York Times Retweeted,@MarkLandler,2021-12-02T23:05:23.000Z,"For American expats planning to come home for Christmas or foreigners eager to visit, a new source of holiday stress, thanks to Omicron: they need to show a negative Covid test result taken within a day of their arrival in the US.
nytimes.com
Travelers to U.S. Count the Hours: Can They Get Their Tests Back in Time?
New travel restrictions announced on Thursday by the White House over fears of the spread of the Omicron variant have many worrying that their trips may not happen.
12
38
56The New York Times Retweeted",12,38,56, American Christmas Omicron Covid day US Hours Time Thursday House ,0.0898989898989899
The New York Times,@nytimes,2021-12-03T03:10:01.000Z,"After a year at home, musicians produced powerful songs of reflection and revelation, frequently dealing with traumas and catastrophes, and connecting with most listeners this year. Here are the best albums of 2021 according to our three music critics.
nytimes.com
Best Albums of 2021
Less isolation didn’t mean a return to normalcy. Albums with big feelings and room for catharsis made the most powerful connections.
10
34
150The New York Times
@nytimes
·
Dec 3
After a year at home, musicians produced powerful songs of reflection and revelation, frequently dealing with traumas and catastrophes, and connecting with most listeners this year. Here are the best albums of 2021 according to our three music critics.
nytimes.com
Best Albums of 2021
Less isolation didn’t mean a return to normalcy. Albums with big feelings and room for catharsis made the most powerful connections.
10
34
150",10,34,150, year three ,0.3132395382395382
The New York Times,@nytimes,2021-12-03T03:00:06.000Z,"A past coronavirus infection appears to give little immunity to the new Omicron variant rippling across the globe, South African scientists warned on Thursday.
nytimes.com
Prior Infection Is Little Defense Against Virus Variant, Scientists Say
Evidence from South Africa, where the Omicron variant already dominates, shows a high rate of reinfection of people who have already had the coronavirus.
97
227
436The New York Times
@nytimes
·
Dec 3
A past coronavirus infection appears to give little immunity to the new Omicron variant rippling across the globe, South African scientists warned on Thursday.
nytimes.com
Prior Infection Is Little Defense Against Virus Variant, Scientists Say
Evidence from South Africa, where the Omicron variant already dominates, shows a high rate of reinfection of people who have already had the coronavirus.
97
227
436",97,227,436, Omicron African Thursday ,-0.034727272727272725
The New York Times,@nytimes,2021-12-03T00:30:13.000Z,"The most-used emojis of 2021 are in. What's your favorite emoji? Tell us in the comments. https://nyti.ms/3rzVk8q
847
2K
3.9KThe New York Times
@nytimes
·
Dec 3
The most-used emojis of 2021 are in. What's your favorite emoji? Tell us in the comments. https://nyti.ms/3rzVk8q
847
2K
3.9K",847,2K,3.9K, K ,0.37878787878787873
The New York Times Retweeted,@emmagf,2021-12-02T23:57:37.000Z,"New York State confirms five cases of the Omicron variant: “This is not a cause for major alarm.""
nytimes.com
New York State confirms five cases of the Omicron variant.
“This is not a cause for major alarm,” Gov. Kathy Hochul said, adding that she was not announcing a shutdown or other drastic measures in response to the cases.
15
41
81The New York Times Retweeted",15,41,81, five Omicron ,0.06818181818181818
The New York Times,@nytimes,2021-12-03T00:20:05.000Z,"New York State has confirmed its first five cases of the Omicron variant, four in New York City and one on Long Island, officials said.
nytimes.com
New York State confirms five cases of the Omicron variant.
“This is not a cause for major alarm,” Gov. Kathy Hochul said, adding that she was not announcing a shutdown or other drastic measures in response to the cases.
68
177
325The New York Times
@nytimes
·
Dec 3
New York State has confirmed its first five cases of the Omicron variant, four in New York City and one on Long Island, officials said.
nytimes.com
New York State confirms five cases of the Omicron variant.
“This is not a cause for major alarm,” Gov. Kathy Hochul said, adding that she was not announcing a shutdown or other drastic measures in response to the cases.
68
177
325",68,177,325, first five Omicron four one ,0.1193850267379679
The New York Times,@nytimes,2021-12-03T00:10:05.000Z,"A New Hampshire man was sentenced on Thursday to nearly five years in prison after admitting that he planted razor blades in pizza dough being sold at a supermarket in Maine, prompting a recall by the chain in five states, according to court records.
nytimes.com
Man Who Planted Razor Blades in Pizza Dough Gets 5 Years in Prison
No one was reported injured, but prosecutors say that the recall prompted by Nicholas Mitchell’s tampering resulted in nearly $230,000 in losses to a Maine-based supermarket chain.
29
54
198The New York Times
@nytimes
·
Dec 3
A New Hampshire man was sentenced on Thursday to nearly five years in prison after admitting that he planted razor blades in pizza dough being sold at a supermarket in Maine, prompting a recall by the chain in five states, according to court records.
nytimes.com
Man Who Planted Razor Blades in Pizza Dough Gets 5 Years in Prison
No one was reported injured, but prosecutors say that the recall prompted by Nicholas Mitchell’s tampering resulted in nearly $230,000 in losses to a Maine-based supermarket chain.
29
54
198",29,54,198, Thursday five years Maine Years one ,0.11558441558441558
The New York Times,@nytimes,2021-12-03T00:00:09.000Z,"The NFL on Thursday suspended the Tampa Bay Buccaneers star receiver Antonio Brown and cornerback Mike Edwards without pay for the next three games for misrepresenting their vaccination status.
nytimes.com
Antonio Brown and Two Others Suspended by N.F.L. for Faking Vaccination Status
The Tampa Bay Buccaneers receiver and two other players had fake vaccination cards in violation of the Covid-19 protocols established between the league and its players’ union.
177
283
1.3KThe New York Times
@nytimes
·
Dec 3
The NFL on Thursday suspended the Tampa Bay Buccaneers star receiver Antonio Brown and cornerback Mike Edwards without pay for the next three games for misrepresenting their vaccination status.
nytimes.com
Antonio Brown and Two Others Suspended by N.F.L. for Faking Vaccination Status
The Tampa Bay Buccaneers receiver and two other players had fake vaccination cards in violation of the Covid-19 protocols established between the league and its players’ union.
177
283
1.3K",177,283,1.3K, NFL Thursday three Two two K ,-0.15909090909090912
The New York Times Retweeted,@ESCochrane,2021-12-02T22:37:46.000Z,"House passes the bill to keep the government into February, with just one Republican, Adam Kinzinger joining every Democrat in voting for it. 

Unclear what happens next in the Senate amid amendment kerfuffle.
nytimes.com
Lawmakers Strike Spending Deal but Government Shutdown Still Looms
Even as the House set a Thursday vote to fund the government through February, Senate Republicans were still threatening to force a shutdown over vaccine mandates.
9
21
73The New York Times Retweeted",9,21,73, House February one Republican Democrat Senate Thursday Republicans ,0.06818181818181818
The New York Times,@nytimes,2021-12-02T23:38:03.000Z,"Breaking News: Many mix-and-match combinations of booster shots are likely to provide strong protection against the coronavirus, a large study found.
nytimes.com
Most Covid Vaccines Will Work as Boosters, Study Suggests
In a comparison of seven different brands, researchers found that most shots give a strong boost, even in mix-and-match combinations.
93
259
752The New York Times
@nytimes
·
Dec 3
Breaking News: Many mix-and-match combinations of booster shots are likely to provide strong protection against the coronavirus, a large study found.
nytimes.com
Most Covid Vaccines Will Work as Boosters, Study Suggests
In a comparison of seven different brands, researchers found that most shots give a strong boost, even in mix-and-match combinations.
93
259
752",93,259,752, Covid seven ,0.3116628469569646
The New York Times,@nytimes,2021-12-02T23:25:03.000Z,"President Biden laid out a new pandemic strategy that includes hundreds of vaccination sites aimed at families, booster shots for all adults, new testing requirements for international travelers and insurance reimbursement for at-home Covid tests. https://nyti.ms/31ll3qo
56
77
278The New York Times
@nytimes
·
Dec 3
President Biden laid out a new pandemic strategy that includes hundreds of vaccination sites aimed at families, booster shots for all adults, new testing requirements for international travelers and insurance reimbursement for at-home Covid tests. https://nyti.ms/31ll3qo
56
77
278",56,77,278, Biden hundreds Covid ,0.0974025974025974
The New York Times Retweeted,@NickAtNews,2021-12-02T22:48:13.000Z,"NEW: The 12 jurors who are likely to decide the fate of Kimberly Potter, the ex-cop facing manslaughter charges in her killing of Daunte Wright, have been chosen.

9 jurors are white, 2 are Asian and 1 is black.

There are 6 women and 6 men.
nytimes.com
What to Know About Kimberly Potter’s Trial for the Death of Daunte Wright
Kimberly Potter, a former Minnesota police officer, faces manslaughter charges in the death of Mr. Wright. She called out “Taser! Taser! Taser!” before firing her gun during a traffic stop.
10
10
33The New York Times Retweeted",10,10,33, Potter manslaughter Wright Asian Minnesota Taser ,0.01515151515151515
The New York Times,@nytimes,2021-12-02T22:57:04.000Z,"A suspect has been arrested in the fatal shooting of Jacqueline Avant, a philanthropist and the wife of the music producer Clarence Avant, the police said, one day after she was killed at her home in Beverly Hills, California.
nytimes.com
Police Arrest Suspect in Fatal Shooting of Beverly Hills Philanthropist
About an hour after Jacqueline Avant was killed, the police arrested a man after he accidentally shot himself in the foot while burglarizing a home in Hollywood.
20
43
204The New York Times
@nytimes
·
Dec 2
A suspect has been arrested in the fatal shooting of Jacqueline Avant, a philanthropist and the wife of the music producer Clarence Avant, the police said, one day after she was killed at her home in Beverly Hills, California.
nytimes.com
Police Arrest Suspect in Fatal Shooting of Beverly Hills Philanthropist
About an hour after Jacqueline Avant was killed, the police arrested a man after he accidentally shot himself in the foot while burglarizing a home in Hollywood.
20
43
204",20,43,204, one day California Hollywood ,-0.1090909090909091
The New York Times,@nytimes,2021-12-02T21:13:56.000Z,"In 2010, the Consumer Goods Forum pledged to help end deforestation by 2020 on behalf of its roughly 400 corporate members. And some companies, like Walmart, Nestlé and Carrefour vowed to eliminate deforestation from their supply chains.

Did it happen?
2
6
12The New York Times
@nytimes
·
Dec 2
In 2010, the Consumer Goods Forum pledged to help end deforestation by 2020 on behalf of its roughly 400 corporate members. And some companies, like Walmart, Nestlé and Carrefour vowed to eliminate deforestation from their supply chains.

Did it happen?
2
6
12",2,6,12, Walmart Nestlé Carrefour ,-0.012727272727272731
The New York Times,@nytimes,2021-12-02T21:13:55.000Z,"Yes, actually. The EU beat the goal. But a large part of Europe’s success in reducing its emissions turns on how they’re counted. And Europe’s accounting is questioned by many climate scientists.

Here’s what we learned:
nytimes.com
Europe Met a Climate Target. But Is It Burning Less Carbon?
The European Union promised to reduce its emissions 20 percent by 2020. Did it happen?
3
10
20The New York Times
@nytimes
·
Dec 2
Yes, actually. The EU beat the goal. But a large part of Europe’s success in reducing its emissions turns on how they’re counted. And Europe’s accounting is questioned by many climate scientists.

Here’s what we learned:
nytimes.com
Europe Met a Climate Target. But Is It Burning Less Carbon?
The European Union promised to reduce its emissions 20 percent by 2020. Did it happen?
3
10
20",3,10,20, EU Europe European ,0.14089244089244088
The New York Times,@nytimes,2021-12-02T21:13:55.000Z,"In 2009, the European Union pledged that its emissions in 2020 would be 20% lower than they were in 1990.

Did it happen?
2
6
13The New York Times
@nytimes
·
Dec 2
In 2009, the European Union pledged that its emissions in 2020 would be 20% lower than they were in 1990.

Did it happen?
2
6
13",2,6,13, European ,0.04545454545454545
The New York Times,@nytimes,2021-12-02T21:13:55.000Z,"No. About 80 million people have been infected with HIV worldwide. That's too many, but only about half of what was projected.

Here’s what we learned:
nytimes.com
What Can One Life Tell Us About the Battle Against H.I.V.?
In 2001, U.N. estimates suggested 150 million people would be infected with H.I.V. by 2021. That preceded an ambitious global campaign to curb the virus. How well did it work?
2
5
15The New York Times
@nytimes
·
Dec 2
No. About 80 million people have been infected with HIV worldwide. That's too many, but only about half of what was projected.

Here’s what we learned:
nytimes.com
What Can One Life Tell Us About the Battle Against H.I.V.?
In 2001, U.N. estimates suggested 150 million people would be infected with H.I.V. by 2021. That preceded an ambitious global campaign to curb the virus. How well did it work?
2
5
15",2,5,15, half One ,0.11845730027548208
The New York Times,@nytimes,2021-12-02T21:13:53.000Z,"What can we learn from Hindsight?

For the first series from the Headway — our new initiative exploring the world’s biggest challenges through the lens of progress — we followed up on forecasts from decades ago to ask what time has revealed. https://nyti.ms/3G9JHZX
7
18
90The New York Times
@nytimes
·
Dec 2
What can we learn from Hindsight?

For the first series from the Headway — our new initiative exploring the world’s biggest challenges through the lens of progress — we followed up on forecasts from decades ago to ask what time has revealed. https://nyti.ms/3G9JHZX
7
18
90",7,18,90, Hindsight first Headway ,0.18181818181818182
The New York Times,@nytimes,2021-12-02T21:13:54.000Z,"Yes. The UN announced that the goal was met three years before the deadline. But while people’s sources of drinking water were improved, not all of that water was actually safe to drink.

Here’s what we learned:
nytimes.com
Millions More People Got Access to Water. Can They Drink It?
The U.N. pledged to halve the proportion of the world without access to clean drinking water by 2015.
2
8
18",2,8,18, UN three years ,0.45555555555555555
The New York Times,@nytimes,2021-12-02T21:13:55.000Z,"In 2001, UN estimates indicated that by 2020, 150 million people worldwide would have been infected with HIV.

Did it happen?
4
3
13",4,3,13, UN ,0.0
The New York Times Retweeted,@emmagf,2021-12-02T21:04:26.000Z,"*NEW* New York City will require employees at yeshivas, Catholic schools and other private schools to be vaccinated against the coronavirus as part of Mayor Bill de Blasio's push to expand vaccine mandates:
nytimes.com
New York City Sets Vaccine Mandate for Religious and Private School Workers
The directive, which affects 56,000 employees, may face opposition at yeshivas, because of resistance to coronavirus vaccines among some Orthodox Jews.
47
115
439The New York Times Retweeted",47,115,439, yeshivas Catholic Orthodox ,0.02204545454545454
The New York Times,@nytimes,2021-12-02T21:05:08.000Z,"The FTC sued to block Nvidia’s acquisition of the chip designer Arm, temporarily halting one of the biggest semiconductor industry deals ever.
nytimes.com
F.T.C. Sues to Stop Blockbuster Chip Deal Between Nvidia and Arm
The proposed deal would give Nvidia control over computing technology and designs that rival firms rely on.
10
49
121The New York Times
@nytimes
·
Dec 2
The FTC sued to block Nvidia’s acquisition of the chip designer Arm, temporarily halting one of the biggest semiconductor industry deals ever.
nytimes.com
F.T.C. Sues to Stop Blockbuster Chip Deal Between Nvidia and Arm
The proposed deal would give Nvidia control over computing technology and designs that rival firms rely on.
10
49
121",10,49,121, FTC Nvidia one ,0.13636363636363635
The New York Times,@nytimes,2021-12-02T21:00:15.000Z,"If Omicron is spreading far and wide, why was the first U.S. case discovered in San Francisco, one of the most vaccinated cities in the country? As with most things, there’s an element of randomness here.
nytimes.com
Why Omicron Was First Found in San Francisco
A San Franciscan who flew home from South Africa last week became the first U.S. case of the new coronavirus variant.
135
69
242The New York Times
@nytimes
·
Dec 2
If Omicron is spreading far and wide, why was the first U.S. case discovered in San Francisco, one of the most vaccinated cities in the country? As with most things, there’s an element of randomness here.
nytimes.com
Why Omicron Was First Found in San Francisco
A San Franciscan who flew home from South Africa last week became the first U.S. case of the new coronavirus variant.
135
69
242",135,69,242, Omicron first one Africa ,0.20574162679425836
The New York Times,@nytimes,2021-12-02T20:45:05.000Z,"A shipping terminal in Kansas reveals the fundamental problem of the global supply chain disruption — no one can plan, and no one is sure what will happen next. https://nyti.ms/3rsfaT6
14
31
115The New York Times
@nytimes
·
Dec 2
A shipping terminal in Kansas reveals the fundamental problem of the global supply chain disruption — no one can plan, and no one is sure what will happen next. https://nyti.ms/3rsfaT6
14
31
115",14,31,115, Kansas one ,0.1623376623376623
The New York Times,@nytimes,2021-12-02T20:35:08.000Z,"A false and blatantly misleading anti-vaccination ad at a bus stop in Brooklyn caused an uproar. City officials said it had not been authorized, and it was later removed.
nytimes.com
Anti-Vaccination Ad Mysteriously Appears at N.Y.C. Bus Stop
City officials said the ad, which contained false information and was seen at a bus stop in Brooklyn, had not been authorized. It was later removed.
47
58
247The New York Times
@nytimes
·
Dec 2
A false and blatantly misleading anti-vaccination ad at a bus stop in Brooklyn caused an uproar. City officials said it had not been authorized, and it was later removed.
nytimes.com
Anti-Vaccination Ad Mysteriously Appears at N.Y.C. Bus Stop
City officials said the ad, which contained false information and was seen at a bus stop in Brooklyn, had not been authorized. It was later removed.
47
58
247",47,58,247, Brooklyn ,-0.18951048951048957
The New York Times,@nytimes,2021-12-02T20:00:04.000Z,"The U.S. almost certainly has more Omicron cases than reported, experts say. So why haven’t they been found yet?
nytimes.com
Why Hasn’t the U.S. Found More Omicron Cases?
Genomic surveillance has improved enormously in recent months, but the system has built-in delays, and blind spots remain.
38
32
106The New York Times
@nytimes
·
Dec 2
The U.S. almost certainly has more Omicron cases than reported, experts say. So why haven’t they been found yet?
nytimes.com
Why Hasn’t the U.S. Found More Omicron Cases?
Genomic surveillance has improved enormously in recent months, but the system has built-in delays, and blind spots remain.
38
32
106",38,32,106, Omicron months ,0.1422668240850059
The New York Times,@nytimes,2021-12-02T19:50:03.000Z,"With her daughters and grandchildren in New York, a doctor with a home in Maine and a mobile job decided to search for an apartment in Queens.

Which option would you choose?
nytimes.com
Historic Jackson Heights or Astoria Waterfront? A Chicago Transplant Considers Queens.
When two of her children landed in New York City, a Midwestern doctor took her $850,000 budget to Queens for a two-bedroom apartment close by. Which one would you choose?
21
15
56The New York Times
@nytimes
·
Dec 2
With her daughters and grandchildren in New York, a doctor with a home in Maine and a mobile job decided to search for an apartment in Queens.

Which option would you choose?
nytimes.com
Historic Jackson Heights or Astoria Waterfront? A Chicago Transplant Considers Queens.
When two of her children landed in New York City, a Midwestern doctor took her $850,000 budget to Queens for a two-bedroom apartment close by. Which one would you choose?
21
15
56",21,15,56, Maine Queens Jackson two Midwestern one ,0.0974025974025974
The New York Times,@nytimes,2021-12-02T19:40:07.000Z,"President Biden laid out a new pandemic strategy that includes hundreds of vaccination sites aimed at families, booster shots for all adults, new testing requirements for international travelers and insurance reimbursement for at-home Covid tests.
nytimes.com
Biden vows to fight Omicron with ‘science and speed, not chaos and confusion.’
The new strategy includes insurance reimbursements for at-home tests and stricter rules for international travelers, as the Omicron variant circulates in more than 30 countries.
73
156
632The New York Times
@nytimes
·
Dec 2
President Biden laid out a new pandemic strategy that includes hundreds of vaccination sites aimed at families, booster shots for all adults, new testing requirements for international travelers and insurance reimbursement for at-home Covid tests.
nytimes.com
Biden vows to fight Omicron with ‘science and speed, not chaos and confusion.’
The new strategy includes insurance reimbursements for at-home tests and stricter rules for international travelers, as the Omicron variant circulates in more than 30 countries.
73
156
632",73,156,632, Biden hundreds Covid Omicron ,0.1503496503496503
The New York Times,@nytimes,2021-12-02T19:35:05.000Z,"""I knew I should have had more choices. My personhood was erased and overwritten with MOTHER before I even knew who I was."" In an essay for 
@NYTMag
, the writer Merritt Tierce reflects on the abortion she didn't have.
nytimes.com
The Abortion I Didn’t Have
I never thought about ending my pregnancy. Instead, at 19, I erased the future I had imagined for myself.
52
175
414The New York Times
@nytimes
·
Dec 2
""I knew I should have had more choices. My personhood was erased and overwritten with MOTHER before I even knew who I was."" In an essay for 
@NYTMag
, the writer Merritt Tierce reflects on the abortion she didn't have.
nytimes.com
The Abortion I Didn’t Have
I never thought about ending my pregnancy. Instead, at 19, I erased the future I had imagined for myself.
52
175
414",52,175,414, ,0.22727272727272724
The New York Times Retweeted,@jasondhorowitz,2021-12-02T14:38:47.000Z,"Yes, I gave the pope a dreidel and Hanukkah gelt today.
instagram.com
Jason Horowitz (@jasondhorowitz) • Instagram photos and videos
22
108
434The New York Times Retweeted",22,108,434, Hanukkah today Instagram ,0.13636363636363635
The New York Times,@nytimes,2021-12-02T19:30:39.000Z,"Buying a game console is especially tricky this year. So some people are checking YouTube, Twitter, Twitch and Discord for hints and updates on what stores may have them in stock or when one may suddenly become available online.
nytimes.com
A Journalist, a Philosophy Major and the Mad Scramble for Video Game Consoles
New gaming consoles remain in short supply this holiday season, spawning cottage industries of tipsters and scalpers making money off their scarcity.
10
20
86The New York Times
@nytimes
·
Dec 2
Buying a game console is especially tricky this year. So some people are checking YouTube, Twitter, Twitch and Discord for hints and updates on what stores may have them in stock or when one may suddenly become available online.
nytimes.com
A Journalist, a Philosophy Major and the Mad Scramble for Video Game Consoles
New gaming consoles remain in short supply this holiday season, spawning cottage industries of tipsters and scalpers making money off their scarcity.
10
20
86",10,20,86, year YouTube Twitter Twitch Discord one ,-0.07978468899521532
The New York Times Retweeted,@Kellen_Browning,2021-12-02T16:44:35.000Z,"Extreme supply chain shortages have spawned a cottage industry devoted to tracking down the hottest holiday gift: video game consoles. 
@julie_creswell
 and I wrote about the bots, resellers, tipsters and desperate gamers all vying for the new devices:
nytimes.com
A Journalist, a Philosophy Major and the Mad Scramble for Video Game Consoles
New gaming consoles remain in short supply this holiday season, spawning cottage industries of tipsters and scalpers making money off their scarcity.
2
15
70The New York Times Retweeted",2,15,70, ,-0.16672405876951332
The New York Times,@nytimes,2021-12-02T17:45:04.000Z,"The most-used emojis of 2021 are in, and despite Gen Z's best attempt,  still ranks at the top of the list.
nytimes.com
The Year in Emojis
Tears of joy prevailed as the most-used emoji in 2021, despite Gen Z’s stated contempt for it.
53
163
700The New York Times
@nytimes
·
Dec 2
The most-used emojis of 2021 are in, and despite Gen Z's best attempt,  still ranks at the top of the list.
nytimes.com
The Year in Emojis
Tears of joy prevailed as the most-used emoji in 2021, despite Gen Z’s stated contempt for it.
53
163
700",53,163,700, ,0.6766233766233766
The New York Times,@nytimes,2021-12-02T17:35:04.000Z,"Now that many home cooks want a compact, dedicated appliance for cooking frozen snacks, meat, or vegetables, not an indistinguishable convection toaster oven, 
@wirecutter
 has changed its advice on air fryers. https://nyti.ms/3DcRXX7
19
19
159The New York Times
@nytimes
·
Dec 2
Now that many home cooks want a compact, dedicated appliance for cooking frozen snacks, meat, or vegetables, not an indistinguishable convection toaster oven, 
@wirecutter
 has changed its advice on air fryers. https://nyti.ms/3DcRXX7
19
19
159",19,19,159, ,0.37878787878787873
